Date,Open,High,Low,Close,Adj Close,Volume
09-06-23,18655.90039,18676.65039,18555.40039,18563.40039,18563.40039,221800
12-06-23,18595.05078,18633.59961,18559.75,18601.5,18601.5,179500
13-06-23,18631.80078,18728.90039,18631.80078,18716.15039,18716.15039,233200
14-06-23,18744.59961,18769.69922,18690,18755.90039,18755.90039,261400
15-06-23,18774.44922,18794.09961,18669.05078,18688.09961,18688.09961,263000
16-06-23,18723.30078,18864.69922,18710.5,18826,18826,272800
19-06-23,18873.30078,18881.44922,18719.15039,18755.44922,18755.44922,219800
20-06-23,18752.34961,18839.69922,18660.65039,18816.69922,18816.69922,211600
21-06-23,18849.40039,18875.90039,18794.84961,18856.84961,18856.84961,217500
22-06-23,18853.59961,18886.59961,18759.5,18771.25,18771.25,252700
23-06-23,18741.84961,18756.40039,18647.09961,18665.5,18665.5,210600
26-06-23,18682.34961,18722.05078,18646.69922,18691.19922,18691.19922,171300
27-06-23,18748.55078,18829.25,18714.25,18817.40039,18817.40039,222500
28-06-23,18908.15039,19011.25,18861.34961,18972.09961,18972.09961,398800
30-06-23,19076.84961,19201.69922,19024.59961,19189.05078,19189.05078,247900
03-07-23,19246.5,19345.09961,19234.40039,19322.55078,19322.55078,226100
04-07-23,19406.59961,19434.15039,19300,19389,19389,226900
05-07-23,19405.94922,19421.59961,19339.59961,19398.5,19398.5,224400
06-07-23,19385.69922,19512.19922,19373,19497.30078,19497.30078,268300
07-07-23,19422.80078,19523.59961,19303.59961,19331.80078,19331.80078,237100
10-07-23,19400.34961,19435.84961,19327.09961,19355.90039,19355.90039,268200
11-07-23,19427.09961,19515.09961,19406.44922,19439.40039,19439.40039,251300
12-07-23,19497.44922,19507.69922,19361.75,19384.30078,19384.30078,327900
13-07-23,19495.19922,19567,19385.80078,19413.75,19413.75,310400
14-07-23,19493.44922,19595.34961,19433.5,19564.5,19564.5,291200
17-07-23,19612.15039,19731.84961,19562.94922,19711.44922,19711.44922,268700
18-07-23,19787.5,19819.44922,19690.19922,19749.25,19749.25,286400
19-07-23,19802.94922,19851.69922,19727.44922,19833.15039,19833.15039,259700
20-07-23,19831.69922,19991.84961,19758.40039,19979.15039,19979.15039,274700
21-07-23,19800.44922,19887.40039,19700,19745,19745,312500
24-07-23,19748.44922,19782.75,19658.30078,19672.34961,19672.34961,265600
25-07-23,19729.34961,19729.34961,19615.94922,19680.59961,19680.59961,369700
26-07-23,19733.34961,19825.59961,19716.69922,19778.30078,19778.30078,244700
27-07-23,19850.90039,19867.55078,19603.55078,19659.90039,19659.90039,334900
28-07-23,19659.75,19695.90039,19563.09961,19646.05078,19646.05078,258700
31-07-23,19666.34961,19772.75,19597.59961,19753.80078,19753.80078,295100
01-08-23,19784,19795.59961,19704.59961,19733.55078,19733.55078,298000
02-08-23,19655.40039,19678.25,19423.55078,19526.55078,19526.55078,290700
03-08-23,19463.75,19537.65039,19296.44922,19381.65039,19381.65039,315700
04-08-23,19462.80078,19538.84961,19436.44922,19517,19517,280800
07-08-23,19576.84961,19620.44922,19524.80078,19597.30078,19597.30078,216600
08-08-23,19627.19922,19634.40039,19533.09961,19570.84961,19570.84961,260300
09-08-23,19578.80078,19645.5,19467.5,19632.55078,19632.55078,266500
10-08-23,19605.55078,19623.59961,19495.40039,19543.09961,19543.09961,312200
11-08-23,19554.25,19557.75,19412.75,19428.30078,19428.30078,235500
14-08-23,19383.94922,19465.84961,19257.90039,19434.55078,19434.55078,243900
16-08-23,19369,19482.75,19317.19922,19465,19465,0
17-08-23,19450.55078,19461.55078,19326.25,19365.25,19365.25,268700
18-08-23,19301.75,19373.80078,19253.59961,19310.15039,19310.15039,256100
21-08-23,19320.65039,19425.94922,19296.30078,19393.59961,19393.59961,262600
22-08-23,19417.09961,19443.5,19381.30078,19396.44922,19396.44922,208700
23-08-23,19439.19922,19472.05078,19366.59961,19444,19444,225200
24-08-23,19535.15039,19584.44922,19369,19386.69922,19386.69922,268300
25-08-23,19297.40039,19339.55078,19229.69922,19265.80078,19265.80078,466500
28-08-23,19298.34961,19366.84961,19249.69922,19306.05078,19306.05078,248200
29-08-23,19374.84961,19377.90039,19309.09961,19342.65039,19342.65039,307400
30-08-23,19433.44922,19452.80078,19334.75,19347.44922,19347.44922,233000
31-08-23,19375.55078,19388.19922,19223.65039,19253.80078,19253.80078,562600
01-09-23,19258.15039,19458.55078,19255.69922,19435.30078,19435.30078,333000
04-09-23,19525.05078,19545.15039,19432.84961,19528.80078,19528.80078,296800
05-09-23,19564.65039,19587.05078,19525.75,19574.90039,19574.90039,256800
06-09-23,19581.19922,19636.44922,19491.5,19611.05078,19611.05078,287600
07-09-23,19598.65039,19737,19550.05078,19727.05078,19727.05078,304900
08-09-23,19774.80078,19867.15039,19727.05078,19819.94922,19819.94922,288100
11-09-23,19890,20008.15039,19865.34961,19996.34961,19996.34961,248800
12-09-23,20110.15039,20110.34961,19914.65039,19993.19922,19993.19922,328100
13-09-23,19989.5,20096.90039,19944.09961,20070,20070,251400
14-09-23,20127.94922,20167.65039,20043.44922,20103.09961,20103.09961,275100
15-09-23,20156.44922,20222.44922,20129.69922,20192.34961,20192.34961,438200
18-09-23,20155.94922,20195.34961,20115.69922,20133.30078,20133.30078,264900
20-09-23,19980.75,20050.65039,19878.84961,19901.40039,19901.40039,378100
21-09-23,19840.55078,19848.75,19709.94922,19742.34961,19742.34961,275100
22-09-23,19744.84961,19798.65039,19657.5,19674.25,19674.25,246400
25-09-23,19678.19922,19734.15039,19601.55078,19674.55078,19674.55078,188400
26-09-23,19682.80078,19699.34961,19637.44922,19664.69922,19664.69922,204900
27-09-23,19637.05078,19730.69922,19554,19716.44922,19716.44922,203600
28-09-23,19761.80078,19766.65039,19492.09961,19523.55078,19523.55078,352800
29-09-23,19581.19922,19726.25,19551.05078,19638.30078,19638.30078,243500
03-10-23,19622.40039,19623.19922,19479.65039,19528.75,19528.75,221700
04-10-23,19446.30078,19457.80078,19333.59961,19436.09961,19436.09961,277100
05-10-23,19521.84961,19576.94922,19487.30078,19545.75,19545.75,234900
06-10-23,19621.19922,19675.75,19589.40039,19653.5,19653.5,159100
09-10-23,19539.44922,19588.94922,19480.5,19512.34961,19512.34961,165100
10-10-23,19565.59961,19717.80078,19565.44922,19689.84961,19689.84961,216600
11-10-23,19767,19839.19922,19756.94922,19811.34961,19811.34961,213700
12-10-23,19822.69922,19843.30078,19772.65039,19794,19794,217900
13-10-23,19654.55078,19805.40039,19635.30078,19751.05078,19751.05078,255000
16-10-23,19737.25,19781.30078,19691.84961,19731.75,19731.75,181000
17-10-23,19843.19922,19849.75,19775.65039,19811.5,19811.5,185800
18-10-23,19820.44922,19840.94922,19659.94922,19671.09961,19671.09961,198900
19-10-23,19545.19922,19681.80078,19512.34961,19624.69922,19624.69922,230300
20-10-23,19542.15039,19593.80078,19518.69922,19542.65039,19542.65039,198300
23-10-23,19521.59961,19556.84961,19257.84961,19281.75,19281.75,176000
25-10-23,19286.44922,19347.30078,19074.15039,19122.15039,19122.15039,225300
26-10-23,19027.25,19041.69922,18837.84961,18857.25,18857.25,300400
27-10-23,18928.75,19076.15039,18926.65039,19047.25,19047.25,205200
30-10-23,19053.40039,19158.5,18940,19140.90039,19140.90039,180100
31-10-23,19232.94922,19233.69922,19056.44922,19079.59961,19079.59961,206000
01-11-23,19064.05078,19096.05078,18973.69922,18989.15039,18989.15039,194100
02-11-23,19120,19175.25,19064.15039,19133.25,19133.25,245600
03-11-23,19241,19276.25,19210.90039,19230.59961,19230.59961,189500
06-11-23,19345.84961,19423,19309.69922,19411.75,19411.75,180700
07-11-23,19404.05078,19423.5,19329.09961,19406.69922,19406.69922,198700
08-11-23,19449.59961,19464.40039,19401.5,19443.5,19443.5,195000
09-11-23,19457.40039,19463.90039,19378.34961,19395.30078,19395.30078,208400
10-11-23,19351.84961,19451.30078,19329.44922,19425.34961,19425.34961,152200
13-11-23,19486.75,19494.40039,19414.75,19443.55078,19443.55078,189300
15-11-23,19651.40039,19693.19922,19579.65039,19675.44922,19675.44922,291500
16-11-23,19674.69922,19875.25,19627,19765.19922,19765.19922,282700
17-11-23,19674.75,19806,19667.44922,19731.80078,19731.80078,236800
20-11-23,19731.15039,19756.44922,19670.5,19694,19694,173800
21-11-23,19770.90039,19829.09961,19754.05078,19783.40039,19783.40039,195000
22-11-23,19784,19825.55078,19703.84961,19811.84961,19811.84961,184500
23-11-23,19828.44922,19875.15039,19786.75,19802,19802,170000
24-11-23,19809.59961,19832.84961,19768.84961,19794.69922,19794.69922,145900
28-11-23,19844.65039,19916.84961,19800,19889.69922,19889.69922,229600
29-11-23,19976.55078,20104.65039,19956.30078,20096.59961,20096.59961,236200
30-11-23,20108.5,20158.69922,20015.84961,20133.15039,20133.15039,486600
01-12-23,20194.09961,20291.55078,20183.69922,20267.90039,20267.90039,265800
04-12-23,20601.94922,20702.65039,20507.75,20686.80078,20686.80078,381100
05-12-23,20808.90039,20864.05078,20711.15039,20855.09961,20855.09961,421000
06-12-23,20950.75,20961.94922,20852.15039,20937.69922,20937.69922,359200
07-12-23,20932.40039,20941.25,20850.80078,20901.15039,20901.15039,275000
08-12-23,20934.09961,21006.09961,20862.69922,20969.40039,20969.40039,292400
11-12-23,20965.30078,21026.09961,20923.69922,20997.09961,20997.09961,212900
12-12-23,21018.55078,21037.90039,20867.15039,20906.40039,20906.40039,244900
13-12-23,20929.75,20950,20769.5,20926.34961,20926.34961,260300
14-12-23,21110.40039,21210.90039,21074.44922,21182.69922,21182.69922,334400
15-12-23,21287.44922,21492.30078,21235.30078,21456.65039,21456.65039,508800
18-12-23,21434.80078,21482.80078,21365.34961,21418.65039,21418.65039,249700
19-12-23,21477.65039,21505.05078,21337.75,21453.09961,21453.09961,249800
20-12-23,21543.5,21593,21087.34961,21150.15039,21150.15039,363900
21-12-23,21033.94922,21288.34961,20976.80078,21255.05078,21255.05078,277500
22-12-23,21295.84961,21390.5,21232.44922,21349.40039,21349.40039,284700
26-12-23,21365.19922,21477.15039,21329.44922,21441.34961,21441.34961,219500
27-12-23,21497.65039,21675.75,21495.80078,21654.75,21654.75,256500
28-12-23,21715,21801.44922,21678,21778.69922,21778.69922,393100
29-12-23,21737.65039,21770.30078,21676.90039,21731.40039,21731.40039,270900
01-01-24,0,0,0,0,0,0
02-01-24,21751.34961,21755.59961,21555.65039,21665.80078,21665.80078,263700
03-01-24,21661.09961,21677,21500.34961,21517.34961,21517.34961,311900
04-01-24,21605.80078,21685.65039,21564.55078,21658.59961,21658.59961,339200
05-01-24,21705.75,21749.59961,21629.19922,21710.80078,21710.80078,309300
08-01-24,21747.59961,21763.94922,21492.90039,21513,21513,231500
09-01-24,21653.59961,21724.44922,21517.84961,21544.84961,21544.84961,228600
10-01-24,21529.30078,21641.84961,21448.65039,21618.69922,21618.69922,217000
11-01-24,21688,21726.5,21593.75,21647.19922,21647.19922,212500
12-01-24,21773.55078,21928.25,21715.15039,21894.55078,21894.55078,294700
15-01-24,22053.15039,22115.55078,21963.55078,22097.44922,22097.44922,345500
16-01-24,22080.5,22124.15039,21969.80078,22032.30078,22032.30078,292400
17-01-24,21647.25,21851.5,21550.44922,21571.94922,21571.94922,456000
18-01-24,21414.19922,21539.40039,21285.55078,21462.25,21462.25,387300
19-01-24,21615.19922,21670.59961,21575,21622.40039,21622.40039,343100
22-01-24,0,0,0,0,0,0
23-01-24,21716.69922,21750.25,21192.59961,21238.80078,21238.80078,449700
24-01-24,21185.25,21482.34961,21137.19922,21453.94922,21453.94922,407500
